Date,VIX_Level
2025-08-13 00:00:00-05:00,14.489999771118164
2025-08-14 00:00:00-05:00,14.829999923706055
2025-08-15 00:00:00-05:00,15.09000015258789
2025-08-18 00:00:00-05:00,14.989999771118164
2025-08-19 00:00:00-05:00,15.569999694824219
2025-08-20 00:00:00-05:00,15.6899995803833
2025-08-21 00:00:00-05:00,16.600000381469727
2025-08-22 00:00:00-05:00,14.220000267028809
2025-08-25 00:00:00-05:00,14.789999961853027
2025-08-26 00:00:00-05:00,14.619999885559082
2025-08-27 00:00:00-05:00,14.850000381469727
2025-08-28 00:00:00-05:00,14.430000305175781
2025-08-29 00:00:00-05:00,15.359999656677246
2025-09-02 00:00:00-05:00,17.170000076293945
2025-09-03 00:00:00-05:00,16.350000381469727
2025-09-04 00:00:00-05:00,15.300000190734863
2025-09-05 00:00:00-05:00,15.180000305175781
2025-09-08 00:00:00-05:00,15.109999656677246
2025-09-09 00:00:00-05:00,15.039999961853027
2025-09-10 00:00:00-05:00,15.350000381469727
2025-09-11 00:00:00-05:00,14.710000038146973
2025-09-12 00:00:00-05:00,14.760000228881836
2025-09-15 00:00:00-05:00,15.6899995803833
2025-09-16 00:00:00-05:00,16.360000610351562
2025-09-17 00:00:00-05:00,15.720000267028809
2025-09-18 00:00:00-05:00,15.699999809265137
2025-09-19 00:00:00-05:00,15.449999809265137
2025-09-22 00:00:00-05:00,16.100000381469727
2025-09-23 00:00:00-05:00,16.639999389648438
2025-09-24 00:00:00-05:00,16.18000030517578
2025-09-25 00:00:00-05:00,16.739999771118164
2025-09-26 00:00:00-05:00,15.289999961853027
2025-09-29 00:00:00-05:00,16.1200008392334
2025-09-30 00:00:00-05:00,16.280000686645508
2025-10-01 00:00:00-05:00,16.290000915527344
2025-10-02 00:00:00-05:00,16.6299991607666
2025-10-03 00:00:00-05:00,16.649999618530273
2025-10-06 00:00:00-05:00,16.3700008392334
2025-10-07 00:00:00-05:00,17.239999771118164
2025-10-08 00:00:00-05:00,16.299999237060547
2025-10-09 00:00:00-05:00,16.43000030517578
2025-10-10 00:00:00-05:00,21.65999984741211
2025-10-13 00:00:00-05:00,19.030000686645508
2025-10-14 00:00:00-05:00,20.809999465942383
2025-10-15 00:00:00-05:00,20.639999389648438
2025-10-16 00:00:00-05:00,25.309999465942383
2025-10-17 00:00:00-05:00,20.780000686645508
2025-10-20 00:00:00-05:00,18.229999542236328
2025-10-21 00:00:00-05:00,17.8700008392334
2025-10-22 00:00:00-05:00,18.600000381469727
2025-10-23 00:00:00-05:00,17.299999237060547
2025-10-24 00:00:00-05:00,16.3700008392334
2025-10-27 00:00:00-05:00,15.789999961853027
2025-10-28 00:00:00-05:00,16.420000076293945
2025-10-29 00:00:00-05:00,16.920000076293945
2025-10-30 00:00:00-05:00,16.90999984741211
2025-10-31 00:00:00-05:00,17.440000534057617
2025-11-03 00:00:00-06:00,17.170000076293945
2025-11-04 00:00:00-06:00,19.0
2025-11-05 00:00:00-06:00,18.010000228881836
2025-11-06 00:00:00-06:00,19.5
2025-11-07 00:00:00-06:00,19.079999923706055
2025-11-10 00:00:00-06:00,17.600000381469727
2025-11-11 00:00:00-06:00,17.280000686645508
2025-11-12 00:00:00-06:00,17.510000228881836
2025-11-13 00:00:00-06:00,20.0
2025-11-14 00:00:00-06:00,19.829999923706055
2025-11-17 00:00:00-06:00,22.3799991607666
2025-11-18 00:00:00-06:00,24.690000534057617
2025-11-19 00:00:00-06:00,23.65999984741211
2025-11-20 00:00:00-06:00,26.420000076293945
2025-11-21 00:00:00-06:00,23.43000030517578
2025-11-24 00:00:00-06:00,20.520000457763672
2025-11-25 00:00:00-06:00,18.559999465942383
2025-11-26 00:00:00-06:00,17.190000534057617
2025-11-28 00:00:00-06:00,16.350000381469727
2025-12-01 00:00:00-06:00,17.239999771118164
2025-12-02 00:00:00-06:00,16.59000015258789
2025-12-03 00:00:00-06:00,16.079999923706055
2025-12-04 00:00:00-06:00,15.779999732971191
2025-12-05 00:00:00-06:00,15.40999984741211
2025-12-08 00:00:00-06:00,16.65999984741211
2025-12-09 00:00:00-06:00,16.93000030517578
2025-12-10 00:00:00-06:00,15.770000457763672
2025-12-11 00:00:00-06:00,14.850000381469727
2025-12-12 00:00:00-06:00,15.739999771118164
2025-12-15 00:00:00-06:00,16.5
2025-12-16 00:00:00-06:00,16.479999542236328
2025-12-17 00:00:00-06:00,17.6200008392334
2025-12-18 00:00:00-06:00,16.8700008392334
2025-12-19 00:00:00-06:00,14.90999984741211
2025-12-22 00:00:00-06:00,14.079999923706055
2025-12-23 00:00:00-06:00,14.0
2025-12-24 00:00:00-06:00,13.470000267028809
2025-12-26 00:00:00-06:00,13.600000381469727
2025-12-29 00:00:00-06:00,14.199999809265137
2025-12-30 00:00:00-06:00,14.329999923706055
2025-12-31 00:00:00-06:00,14.949999809265137
2026-01-02 00:00:00-06:00,14.510000228881836
2026-01-05 00:00:00-06:00,14.899999618530273
2026-01-06 00:00:00-06:00,14.75
2026-01-07 00:00:00-06:00,15.380000114440918
2026-01-08 00:00:00-06:00,15.449999809265137
2026-01-09 00:00:00-06:00,14.489999771118164
2026-01-12 00:00:00-06:00,15.119999885559082
2026-01-13 00:00:00-06:00,15.979999542236328
2026-01-14 00:00:00-06:00,16.75
2026-01-15 00:00:00-06:00,15.84000015258789
2026-01-16 00:00:00-06:00,15.859999656677246
2026-01-20 00:00:00-06:00,20.09000015258789
2026-01-21 00:00:00-06:00,16.899999618530273
2026-01-22 00:00:00-06:00,15.640000343322754
2026-01-23 00:00:00-06:00,16.09000015258789
2026-01-26 00:00:00-06:00,16.149999618530273
2026-01-27 00:00:00-06:00,16.350000381469727
2026-01-28 00:00:00-06:00,16.350000381469727
2026-01-29 00:00:00-06:00,16.8799991607666
2026-01-30 00:00:00-06:00,17.440000534057617
2026-02-02 00:00:00-06:00,16.34000015258789
2026-02-03 00:00:00-06:00,18.0
2026-02-04 00:00:00-06:00,18.639999389648438
2026-02-05 00:00:00-06:00,21.770000457763672
2026-02-06 00:00:00-06:00,20.3700008392334
2026-02-09 00:00:00-06:00,17.360000610351562
2026-02-10 00:00:00-06:00,17.790000915527344
2026-02-11 00:00:00-06:00,17.649999618530273
2026-02-12 00:00:00-06:00,20.81999969482422
2026-02-13 00:00:00-06:00,20.600000381469727
2026-02-17 00:00:00-06:00,20.290000915527344
2026-02-18 00:00:00-06:00,19.6200008392334
2026-02-19 00:00:00-06:00,20.229999542236328
2026-02-20 00:00:00-06:00,19.09000015258789
2026-02-23 00:00:00-06:00,21.010000228881836
2026-02-24 00:00:00-06:00,19.549999237060547
2026-02-25 00:00:00-06:00,17.93000030517578
2026-02-26 00:00:00-06:00,18.6299991607666
2026-02-27 00:00:00-06:00,19.860000610351562
2026-03-02 00:00:00-06:00,21.440000534057617
2026-03-03 00:00:00-06:00,23.56999969482422
2026-03-04 00:00:00-06:00,21.149999618530273
2026-03-05 00:00:00-06:00,23.75
2026-03-06 00:00:00-06:00,29.489999771118164
2026-03-09 00:00:00-05:00,25.5
2026-03-10 00:00:00-05:00,24.93000030517578
2026-03-11 00:00:00-05:00,24.229999542236328
2026-03-12 00:00:00-05:00,27.290000915527344
2026-03-13 00:00:00-05:00,27.190000534057617
